tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-07,3,136,2000000001202169,159,2000000001668124,1008167.0,7,3,,sdv-pii-rvmzg,159-2000000001690318
2023-03-02,18,160,2000000000470676,117,2000000001095240,107280.0,2,0,02,sdv-pii-9za8f,165-2000000000756718
2023-03-25,9,152,2000000000214470,133,2000000000268026,81416.0,4,0,,sdv-pii-7qvwx,153-2000000001356992
2023-03-26,9,159,2000000002033272,135,2000000001256585,130843.0,2,0,,sdv-pii-pi168,146-2000000001820595
2023-03-16,18,133,2000000000257021,153,2000000000654926,156588.0,4,0,,sdv-pii-0kq4b,160-2000000000769295
2023-03-02,6,161,2000000001966371,132,2000000002007296,1.0,6,0,,sdv-pii-x72u9,165-2000000002010299
2023-03-13,15,133,2000000001526166,133,2000000001230034,47277.0,2,0,,sdv-pii-kllsw,161-2000000001417331
2023-03-17,9,161,2000000001292170,164,2000000000730053,163438.0,2,1,,sdv-pii-n1lmv,165-2000000000998356
2023-03-16,15,161,2000000001348856,160,2000000001156053,110944.0,2,0,,sdv-pii-l9cx5,165-2000000001527257
2023-03-03,9,136,2000000002120054,160,2000000001621411,32258.0,7,3,,sdv-pii-8271x,153-2000000000424386
2023-03-13,6,166,2000000001885878,160,2000000001677362,18333.0,2,0,01,sdv-pii-vh76b,160-2000000001329093
2023-03-07,15,148,2000000001873052,165,2000000000986806,1.0,5,0,,sdv-pii-edtgs,165-2000000002010710
2023-03-14,18,133,2000000001387930,165,2000000000689560,124824.0,4,0,,sdv-pii-xbl4q,160-2000000000653077
2023-03-10,9,165,2000000001429759,153,2000000000450177,239988.0,4,0,,sdv-pii-2akqk,147-2000000000324159
2023-03-03,12,135,2000000001382687,153,2000000000126690,49611.0,4,0,,sdv-pii-7k2ea,153-2000000001356992
2023-03-18,9,153,2000000001786205,165,2000000001102185,250949.0,4,0,SP,sdv-pii-4hfus,148-2000000000994181
2023-03-26,9,161,2000000002030321,135,2000000000531711,1.0,7,1,,sdv-pii-3tbt4,165-2000000000998356
2023-03-02,18,135,2000000001521631,153,2000000001118173,3966038.0,4,0,,sdv-pii-op2go,136-2000000001313136
2023-03-02,0,148,2000000000212922,160,2000000000081617,34268.0,2,0,,sdv-pii-hypqq,161-2000000001339472
2023-03-17,6,160,2000000001194931,159,2000000001182904,109108.0,2,0,,sdv-pii-3ftde,165-2000000001130420
2023-03-16,18,165,2000000000196994,153,2000000001328994,26008.0,3,0,,sdv-pii-ob16b,153-2000000001356992
2023-03-14,12,161,2000000001015244,132,2000000001899205,161612.0,2,0,,sdv-pii-acb51,153-2000000000198804
2023-03-22,15,153,2000000001039679,132,2000000001626350,4512764.0,4,0,SP,sdv-pii-ciuv2,123-2000000000276118
2023-03-06,6,161,2000000001372025,135,2000000000661818,1.0,7,0,,sdv-pii-vryt6,165-2000000002010299
2023-03-09,6,161,2000000001101243,159,2000000000076295,1.0,2,0,,sdv-pii-a232u,133-2000000000692325
2023-03-14,9,160,2000000001676686,165,2000000000881205,1037279.0,7,4,,sdv-pii-4lo0y,165-2000000001478675
2023-03-10,12,160,2000000001421176,135,2000000000663316,699677.0,4,0,,sdv-pii-b6tm1,166-2000000001144609
2023-03-09,15,161,2000000000600424,159,2000000000136824,74615.0,1,0,,sdv-pii-w8yfi,165-2000000001077649
2023-03-14,9,165,2000000001884745,165,2000000001206737,792551.0,2,0,,sdv-pii-xixgm,135-2000000001764018
2023-03-02,6,158,2000000001109648,133,2000000000908004,721162.0,4,0,,sdv-pii-lv46v,159-2000000000446516
2023-03-08,9,153,2000000001440774,112,2000000001067332,61875.0,4,0,SP,sdv-pii-sjjie,136-2000000000486067
2023-03-02,12,158,2000000002121249,159,2000000001082510,20321.0,7,0,,sdv-pii-h05wn,159-2000000001598160
2023-03-07,12,161,2000000000520764,161,2000000001018060,282214.0,2,0,02,sdv-pii-lhi74,165-2000000000851475
2023-03-23,12,136,2000000002048239,159,2000000001565223,276571.0,7,0,,sdv-pii-oves0,165-2000000001532677
2023-03-24,6,160,2000000001425491,165,2000000001581172,1.0,7,0,,sdv-pii-emde7,132-2000000001849189
2023-03-14,15,161,2000000000619459,160,2000000000174207,1.0,2,0,,sdv-pii-7dxrm,161-2000000002089685
2023-03-10,15,148,2000000001527798,154,2000000001142383,1.0,2,0,02,sdv-pii-d8qxp,160-2000000001451118
2023-03-02,6,148,2000000002074664,160,2000000000682258,10578.0,7,0,,sdv-pii-ybzoy,159-2000000001690318
2023-03-03,15,148,2000000001448421,159,2000000001712138,21888.0,7,0,,sdv-pii-x1hqf,133-2000000000746801
2023-03-01,12,160,2000000000826836,165,2000000000222132,203839.0,2,0,,sdv-pii-z3jgq,153-2000000001651150
2023-03-16,6,136,2000000000988596,153,2000000001348182,110100.0,7,0,,sdv-pii-7ym6i,135-2000000001792075
2023-03-14,18,135,2000000001089141,132,2000000001350242,44347.0,3,0,,sdv-pii-lpsh7,153-2000000001356992
2023-03-02,18,135,2000000000712498,153,2000000000369168,83671.0,5,0,,sdv-pii-j8sis,165-2000000000998356
2023-03-23,12,148,2000000000596830,160,2000000000025758,1.0,7,0,,sdv-pii-58eg8,159-2000000000982598
2023-03-10,12,137,2000000001168374,159,2000000000911661,128398.0,7,3,,sdv-pii-du9yd,166-2000000000931666
2023-03-01,12,148,2000000001510853,159,2000000001773637,1.0,4,0,,sdv-pii-85gti,159-2000000000668650
2023-03-14,9,161,2000000001450896,133,2000000001262109,209258.0,2,0,,sdv-pii-2rieb,165-2000000000380321
2023-03-25,21,153,2000000000227482,164,2000000001527888,1.0,6,0,,sdv-pii-uhuyg,135-2000000001180762
2023-03-19,9,154,2000000001118750,136,2000000000848976,164402.0,7,4,,sdv-pii-lu8sj,165-2000000001130420
2023-03-03,18,149,2000000001396156,133,2000000000284222,222374.0,2,0,,sdv-pii-apznc,165-2000000000667763
2023-03-09,15,154,2000000001762260,159,2000000000486674,8680298.0,4,0,01,sdv-pii-v2i39,147-2000000001618235
2023-03-03,12,154,2000000001111552,132,2000000000139756,187987.0,6,0,,sdv-pii-fv415,165-2000000000620425
2023-03-10,3,135,2000000001173385,132,2000000001644258,100907.0,7,0,,sdv-pii-y61pv,165-2000000000107113
2023-03-25,0,136,2000000000168886,159,2000000001055276,1.0,4,0,,sdv-pii-thb8f,148-2000000001298149
2023-03-01,15,134,2000000000445820,134,2000000001660688,224127.0,2,0,,sdv-pii-g7m69,165-2000000001731397
2023-03-16,15,166,2000000000652410,122,2000000000233686,9549045.0,7,0,01,sdv-pii-7edhd,165-2000000001305030
2023-03-20,21,162,2000000000769161,165,2000000000738454,1.0,6,0,,sdv-pii-v3g5o,136-2000000001236787
2023-03-24,12,160,2000000000983255,153,2000000000025104,144389.0,6,0,,sdv-pii-9pz8r,160-2000000000272545
2023-03-08,9,161,2000000001557645,153,2000000001150996,3078455.0,7,1,,sdv-pii-mjpu5,165-2000000000982584
2023-03-04,21,153,2000000001863374,165,2000000000219148,594577.0,4,0,SP,sdv-pii-cvee0,159-2000000001042525
2023-03-24,12,165,2000000001730463,160,2000000000995390,141425.0,4,1,,sdv-pii-j49w7,153-2000000000560826
2023-03-03,15,136,2000000001415641,159,2000000000109558,1.0,7,3,,sdv-pii-gjoz6,159-2000000001690318
2023-03-10,18,161,2000000001874732,160,2000000000743111,235019.0,2,0,,sdv-pii-bgmtr,160-2000000000653077
2023-03-03,6,135,2000000000238946,159,2000000000711814,1.0,7,3,,sdv-pii-b85yy,159-2000000001690318
2023-03-25,15,165,2000000001747368,133,2000000001128949,1.0,2,0,,sdv-pii-44rmb,136-2000000000756917
2023-03-26,18,148,2000000001515843,131,2000000000072501,4317.0,2,0,,sdv-pii-sla3x,165-2000000000796558
2023-03-13,12,148,2000000001500500,136,2000000001349326,3984747.0,4,0,,sdv-pii-7rls3,133-2000000000422121
2023-03-07,6,160,2000000000997532,160,2000000001164431,211496.0,2,0,01,sdv-pii-sjcsh,161-2000000000774843
2023-03-21,9,121,2000000001831099,166,2000000001129040,1.0,2,0,01,sdv-pii-19smu,135-2000000001121426
2023-03-11,15,135,2000000001698762,159,2000000001646182,1.0,7,0,,sdv-pii-vvgxq,148-2000000000141050
2023-03-09,18,148,2000000000202300,134,2000000000205068,1098569.0,4,0,,sdv-pii-dlyhq,153-2000000000198804
2023-03-02,15,153,2000000000658215,165,2000000001626418,132997.0,4,0,,sdv-pii-hjga7,133-2000000001140851
2023-03-14,15,136,2000000001422519,153,2000000000385484,108454.0,4,0,,sdv-pii-jw6ku,165-2000000002010299
2023-03-06,21,165,2000000001117346,164,2000000001199604,232082.0,4,0,,sdv-pii-r76kb,159-2000000001042525
2023-03-14,3,160,2000000001976726,135,2000000001172446,339226.0,2,0,,sdv-pii-pujut,135-2000000001764018
2023-03-22,21,136,2000000001380287,135,2000000001655080,909667.0,4,0,,sdv-pii-dg2nj,134-2000000000644184
2023-03-25,9,132,2000000001846702,165,2000000000242747,100938.0,7,0,,sdv-pii-ftwch,160-2000000001096641
2023-03-17,3,136,2000000002042730,159,2000000001624632,879824.0,7,3,,sdv-pii-axubg,153-2000000000424386
2023-03-13,6,160,2000000000353372,158,2000000000630586,36857.0,7,0,,sdv-pii-4ekke,165-2000000001077649
2023-03-03,18,133,2000000001423938,153,2000000001373032,82850.0,5,0,,sdv-pii-o4s4r,166-2000000001144609
2023-03-07,21,160,2000000000193835,134,2000000000093126,10692375.0,2,0,,sdv-pii-qkolg,153-2000000001852801
2023-03-25,6,136,2000000000259257,153,2000000001646386,75750.0,7,0,,sdv-pii-bi2wq,133-2000000000087641
2023-03-09,18,135,2000000001044438,153,2000000000583036,223140.0,5,0,,sdv-pii-l2j0m,160-2000000000634921
2023-03-11,9,149,2000000001500603,133,2000000000891901,17806.0,6,0,,sdv-pii-zpnop,153-2000000000833047
2023-03-24,12,136,2000000001756913,135,2000000000651976,8722428.0,7,0,02,sdv-pii-q3yvr,160-2000000000986701
2023-03-16,9,136,2000000001996921,160,2000000001650366,1537251.0,7,4,,sdv-pii-jfjx4,161-2000000002089685
2023-03-22,18,161,2000000000917528,152,2000000001483120,163402.0,2,0,,sdv-pii-aqpru,153-2000000000198804
2023-03-21,21,149,2000000001175595,159,2000000001286370,185493.0,4,0,,sdv-pii-709y1,133-2000000001402836
2023-03-14,21,162,2000000001257723,132,2000000000925138,13013.0,2,0,,sdv-pii-324hh,146-2000000001128697
2023-03-13,15,153,2000000001361160,153,2000000000284698,239388.0,4,0,,sdv-pii-yz92i,134-2000000001338088
2023-03-03,9,159,2000000002063189,165,2000000001737687,240009.0,2,0,,sdv-pii-qhq1q,165-2000000001532677
2023-03-23,9,149,2000000001801726,160,2000000001147935,142622.0,2,0,02,sdv-pii-9mi97,165-2000000001305030
2023-03-03,12,135,2000000001175850,153,2000000001053306,162566.0,5,3,,sdv-pii-bukmf,160-2000000002015801
2023-03-06,18,161,2000000001871088,132,2000000000828030,260189.0,2,0,,sdv-pii-hnnjf,159-2000000001050998
2023-03-15,3,149,2000000001923621,133,2000000001184205,1.0,2,0,SP,sdv-pii-3xeo4,136-2000000000333841
2023-03-10,12,148,2000000001827013,165,2000000001070330,9229605.0,4,0,01,sdv-pii-i7hji,160-2000000001451118
2023-03-25,21,121,2000000000599842,159,2000000001036952,9037685.0,2,0,,sdv-pii-jvw6u,135-2000000000740588
2023-03-02,12,166,2000000001026443,133,2000000000479670,385677.0,2,0,,sdv-pii-u1btj,136-2000000000981206
2023-03-23,9,158,2000000000914130,134,2000000001138150,9174938.0,4,0,02,sdv-pii-eudm7,149-2000000000031847
2023-03-16,21,160,2000000000177514,153,2000000000959018,80842.0,3,0,,sdv-pii-0ddwr,153-2000000001356992
2023-03-15,9,136,2000000000998049,165,2000000001667375,236698.0,4,4,SP,sdv-pii-xtgn4,161-2000000001612494
2023-03-03,9,161,2000000001788418,134,2000000001253280,1.0,4,0,,sdv-pii-vf7ce,113-2000000000474812
2023-03-10,21,153,2000000000939876,159,2000000000218166,235923.0,4,0,,sdv-pii-4zd4b,160-2000000000482736
2023-03-18,15,153,2000000001787287,133,2000000001125947,665814.0,4,0,,sdv-pii-3dyei,160-2000000000653077
2023-03-09,9,159,2000000002056217,165,2000000000302311,8655863.0,2,0,,sdv-pii-lsl8q,166-2000000001144609
2023-03-07,18,160,2000000000672497,152,2000000000825066,108318.0,2,0,,sdv-pii-ukyv8,136-2000000001913997
2023-03-26,12,147,2000000000470897,161,2000000001821422,10178548.0,4,0,02,sdv-pii-n7kmv,165-2000000000107113
2023-03-21,21,148,2000000001568734,135,2000000001541080,60323.0,2,0,SP,sdv-pii-xt62i,133-2000000000256826
2023-03-02,6,135,2000000002102965,160,2000000001019728,161035.0,7,0,,sdv-pii-j0pwq,136-2000000001874481
2023-03-13,9,136,2000000001908855,160,2000000001418500,209450.0,7,4,,sdv-pii-5tcq3,161-2000000001612494
2023-03-02,9,159,2000000001137728,160,2000000000745814,23655.0,2,0,,sdv-pii-h6qov,165-2000000000575865
2023-03-10,15,133,2000000000581252,153,2000000000145451,44740.0,4,0,,sdv-pii-w7et8,136-2000000001313136
2023-03-08,18,136,2000000001209112,133,2000000001014433,183103.0,5,0,,sdv-pii-qt6yp,165-2000000000107113
2023-03-15,18,135,2000000000242402,132,2000000000125045,238051.0,4,0,,sdv-pii-p4ks9,136-2000000001236787
2023-03-23,15,154,2000000000803600,134,2000000000657276,29434.0,2,0,,sdv-pii-8qa2b,160-2000000001395273
2023-03-07,15,160,2000000000587288,136,2000000001206940,3499277.0,2,0,,sdv-pii-cug3o,133-2000000000554232
2023-03-10,18,161,2000000001429788,132,2000000001073934,174790.0,2,0,,sdv-pii-a67rw,135-2000000000528696
2023-03-03,6,134,2000000000690793,133,2000000000244867,583004.0,2,0,,sdv-pii-cx2dd,135-2000000000585977
2023-03-13,18,160,2000000001111082,132,2000000000928930,144486.0,2,0,,sdv-pii-5l8j5,159-2000000001075007
2023-03-14,9,160,2000000000306033,160,2000000001243518,38889111.0,2,0,,sdv-pii-mcuez,135-2000000001534668
2023-03-02,12,161,2000000001510950,165,2000000000051542,180585.0,2,0,,sdv-pii-b71ka,160-2000000000400040
2023-03-02,18,135,2000000001428377,160,2000000001338764,246113.0,5,0,,sdv-pii-d9g9o,153-2000000001607919
2023-03-24,12,149,2000000001130200,159,2000000000656779,1.0,2,0,01,sdv-pii-dgfnm,136-2000000000110147
2023-03-23,21,155,2000000001346858,153,2000000001327810,250057.0,3,0,,sdv-pii-qkhqj,153-2000000001356992
2023-03-20,12,160,2000000000955570,146,2000000001544902,128215.0,2,0,,sdv-pii-i1w30,166-2000000001144609
2023-03-13,21,162,2000000001188829,133,2000000000884382,306391.0,2,0,,sdv-pii-i38cb,161-2000000000684663
2023-03-20,6,150,2000000001846570,132,2000000000272864,162607.0,2,0,,sdv-pii-bvb0i,160-2000000000634921
2023-03-14,21,159,2000000000483748,165,2000000001000327,238552.0,2,0,,sdv-pii-qu1mt,133-2000000000869259
2023-03-23,21,160,2000000000862008,134,2000000001623666,3330972.0,2,0,,sdv-pii-4p6jg,133-2000000000963469
2023-03-10,12,159,2000000001354353,165,2000000001062160,4167754.0,2,0,01,sdv-pii-x7q3e,161-2000000001740061
2023-03-14,9,159,2000000001752089,136,2000000001009492,1242250.0,2,0,,sdv-pii-cl4j9,165-2000000001175608
2023-03-08,3,160,2000000001566000,160,2000000000855990,4438.0,2,0,,sdv-pii-l0rsa,165-2000000000107113
2023-03-04,12,153,2000000000543216,133,2000000000783198,83145.0,4,0,SP,sdv-pii-2dlsq,148-2000000001094783
2023-03-11,12,154,2000000001708880,134,2000000001797950,1.0,2,0,,sdv-pii-sgc2p,136-2000000000141101
2023-03-17,12,161,2000000000990753,132,2000000001143062,193830.0,4,0,,sdv-pii-m8tut,133-2000000002107859
2023-03-25,18,162,2000000000585937,133,2000000001049024,364076.0,2,0,,sdv-pii-v11y1,165-2000000000414741
2023-03-10,12,153,2000000000883612,160,2000000000154237,1.0,4,0,SP,sdv-pii-aokhj,148-2000000000799694
2023-03-10,18,161,2000000000572615,132,2000000000778514,168279.0,2,0,,sdv-pii-8e1f0,165-2000000000998356
2023-03-09,18,148,2000000001980150,132,2000000001085297,353209.0,2,0,,sdv-pii-s8ggv,136-2000000001913997
2023-03-21,21,160,2000000000194961,132,2000000000923228,103290.0,2,0,,sdv-pii-6rhvf,136-2000000000110147
2023-03-27,18,149,2000000000694587,134,2000000001835904,12387.0,4,0,,sdv-pii-pun27,148-2000000001052650
2023-03-10,15,150,2000000001881530,134,2000000000456048,300874.0,2,0,,sdv-pii-1x4qh,165-2000000001177654
2023-03-26,12,161,2000000001983555,158,2000000001073162,55856.0,2,0,,sdv-pii-8qlvo,160-2000000000653077
2023-03-03,15,148,2000000001908254,133,2000000001702396,1.0,5,0,,sdv-pii-dpako,165-2000000002010710
2023-03-26,15,148,2000000001523200,134,2000000000966982,190552.0,4,0,,sdv-pii-j5pur,135-2000000001308518
2023-03-09,0,161,2000000001397396,165,2000000000929318,2354.0,2,0,,sdv-pii-wo58h,165-2000000002010710
2023-03-25,15,153,2000000002026047,160,2000000000253726,223004.0,4,0,,sdv-pii-6qmrg,154-2000000000209048
2023-03-15,15,161,2000000000884268,133,2000000001178965,1.0,2,0,01,sdv-pii-5jkvn,133-2000000000554232
2023-03-22,21,161,2000000001504830,165,2000000001060076,373892.0,2,0,02,sdv-pii-1qlzo,136-2000000001955184
2023-03-09,12,133,2000000001476527,159,2000000000353832,123484.0,4,0,,sdv-pii-x4pm2,161-2000000001235546
2023-03-23,9,160,2000000001155228,165,2000000001178686,254753.0,7,0,,sdv-pii-xglxo,153-2000000000424386
2023-03-16,3,161,2000000000294745,135,2000000001014542,3015619.0,7,0,,sdv-pii-xm9fb,132-2000000000202211
2023-03-07,18,134,2000000001924244,165,2000000000141365,796545.0,6,0,,sdv-pii-zxhxe,136-2000000000141101
2023-03-02,18,160,2000000000755837,165,2000000001056848,9993598.0,2,0,,sdv-pii-r5451,146-2000000001820595
2023-03-15,6,136,2000000001632792,165,2000000001149069,79705.0,7,3,,sdv-pii-qmrw7,159-2000000000668650
2023-03-24,6,161,2000000000274594,135,2000000000998449,9032919.0,4,0,02,sdv-pii-762c5,148-2000000000695978
2023-03-25,18,133,2000000001383103,153,2000000001148232,708194.0,4,0,,sdv-pii-lkwjs,160-2000000001395273
2023-03-20,12,118,2000000000496332,165,2000000001588042,156552.0,2,0,02,sdv-pii-0qcgk,160-2000000001514489
2023-03-12,12,154,2000000000972722,135,2000000000743805,213733.0,6,0,01,sdv-pii-fpobh,137-2000000000839410
2023-03-25,21,135,2000000001059008,160,2000000001675255,1.0,4,0,,sdv-pii-wwu2x,153-2000000000198804
2023-03-06,12,148,2000000001615088,135,2000000001601945,16621.0,6,0,,sdv-pii-s9f2e,133-2000000001656287
2023-03-12,21,149,2000000000235849,134,2000000000193580,285045.0,2,0,,sdv-pii-60jtv,160-2000000000482736
2023-03-14,9,149,2000000001467776,132,2000000001240304,217572.0,2,0,,sdv-pii-me9h8,135-2000000000033379
2023-03-14,3,147,2000000001206967,136,2000000000703542,105487.0,4,0,SP,sdv-pii-xjkaq,159-2000000001257130
2023-03-07,12,118,2000000001155520,133,2000000000693925,32694610.0,4,0,02,sdv-pii-nd7xv,165-2000000001130420
2023-03-22,12,136,2000000002009557,165,2000000000794329,128542.0,7,1,,sdv-pii-sveli,160-2000000001284011
2023-03-23,18,136,2000000001145427,135,2000000001577807,240549.0,7,4,,sdv-pii-o4o2l,153-2000000000424386
2023-03-24,12,136,2000000001201180,165,2000000000602134,138003.0,7,3,,sdv-pii-fgjny,153-2000000000424386
2023-03-04,15,154,2000000000796826,133,2000000000188542,28376.0,4,0,SP,sdv-pii-7m93r,160-2000000000288502
2023-03-03,9,153,2000000001615221,132,2000000000335254,58356.0,4,0,,sdv-pii-chrmd,153-2000000001852801
2023-03-02,12,159,2000000002003784,133,2000000000607188,9648883.0,2,0,,sdv-pii-52qv3,153-2000000000198804
2023-03-16,21,161,2000000000822504,136,2000000001615760,276780.0,2,0,,sdv-pii-v1yg7,161-2000000000762540
2023-03-16,9,136,2000000000277626,159,2000000001654194,103129.0,7,3,,sdv-pii-a86cw,159-2000000001690318
2023-03-26,12,160,2000000000963076,135,2000000000766808,370829.0,2,0,,sdv-pii-k60c5,160-2000000001284011
2023-03-17,6,136,2000000001463010,159,2000000001539434,1.0,7,3,,sdv-pii-ez2vr,160-2000000000634921
2023-03-10,0,148,2000000001414841,160,2000000001635391,234476.0,2,0,,sdv-pii-hg5rz,153-2000000000940181
2023-03-02,9,149,2000000001956492,134,2000000001117180,3043.0,2,0,,sdv-pii-d4bw5,154-2000000001086636
2023-03-20,12,160,2000000000176153,133,2000000000190502,573281.0,2,0,01,sdv-pii-ygrcu,160-2000000000100067
2023-03-24,12,149,2000000000502501,165,2000000001247882,8700684.0,2,0,01,sdv-pii-wdn4g,165-2000000000756718
2023-03-11,6,154,2000000000749655,133,2000000001644524,25709.0,2,0,,sdv-pii-i3pm9,165-2000000000619923
2023-03-10,18,105,2000000001577776,135,2000000001665781,82613.0,1,0,,sdv-pii-aa53f,165-2000000000584319
2023-03-02,9,153,2000000001510011,147,2000000000245138,118166.0,4,0,,sdv-pii-ae6vt,161-2000000000980807
2023-03-20,15,147,2000000001744976,134,2000000000295345,39465.0,4,0,,sdv-pii-ovf36,132-2000000000637613
2023-03-14,3,165,2000000001076687,165,2000000001901610,36562.0,7,0,,sdv-pii-6wxe3,153-2000000000424386
2023-03-08,9,160,2000000000739334,153,2000000001138832,1.0,2,0,,sdv-pii-la7oo,160-2000000000030440
2023-03-24,15,147,2000000001338801,165,2000000001272285,1490367.0,4,0,SP,sdv-pii-os2he,159-2000000001257130
2023-03-24,15,153,2000000002036984,134,2000000000292275,971953.0,4,0,,sdv-pii-uzu3o,161-2000000000399224
2023-03-04,12,148,2000000000236888,133,2000000001552680,219981.0,2,0,,sdv-pii-35hr4,153-2000000001868436
2023-03-24,9,149,2000000002042719,165,2000000000207548,96804.0,7,1,,sdv-pii-pql0y,160-2000000001081175
2023-03-11,9,135,2000000001171411,160,2000000000219134,1.0,2,0,,sdv-pii-hsju2,159-2000000001598160
2023-03-13,9,161,2000000000198188,132,2000000001731082,70273.0,2,0,,sdv-pii-jxowe,159-2000000000240282
2023-03-04,9,148,2000000001459081,166,2000000000525893,1.0,2,0,,sdv-pii-3mawl,135-2000000000528696
2023-03-03,12,135,2000000001158639,165,2000000000606539,1.0,6,0,,sdv-pii-3nh56,117-2000000000597104
2023-03-16,3,154,2000000000183731,115,2000000001677784,2084665.0,2,0,01,sdv-pii-1z7q7,159-2000000001257130
2023-03-03,15,135,2000000001538823,165,2000000001080852,1.0,4,0,,sdv-pii-l0jip,153-2000000001356992
2023-03-24,18,159,2000000001365827,133,2000000001614406,10077.0,6,0,,sdv-pii-uyaz9,160-2000000001955264
